input,target
-13.12,6.103773444048983
-0.39,-3.135746661256423
-16.16,34.9623573042193
11.21,-11.701512053993403
4.09,4.20911435641648
-0.25,8.99417924273705
-7.75,-4.625262762890871
12.74,12.699127971384822
19.67,46.37918587971922
-18.58,29.502254325426183
12.36,12.510279058753097
16.28,2.888957523201165
3.38,11.49726271874464
-11.99,38.74202689997613
8.63,41.09809694777627
-1.81,-18.571572152580615
-6.04,26.414260466591855
-12.3,39.19856963665693
5.51,-1.0717633110945113
7.93,51.86191585299815
-6.24,19.126742498866225
5.21,-5.931124539209791
-11.44,48.42716055597892
8.02,48.77064253413535
0.47,38.13303170406159
-1.87,-13.764931264014791
-1.02,-6.6392946694555715
8.69,42.977883919161705
7.5,47.268999291629534
5.29,-11.671969145035483
1.38,52.736532676356966
0.78,36.54002228561251
6.18,14.618429888579515
2.32,38.19305904292267
6.83,35.30905539682989
-3.1,16.58178979578464
-24.35,39.139379306401615
10.39,-1.6763475354077557
21.87,32.49599952312359
4.41,-10.9061470356366
-1.0,-3.054865036640844
-1.36,-11.604870374277146
-1.19,-7.825253501099583
0.17,30.80006164654338
-11.22,49.98512324250075
-5.17,43.2818709469141
-9.97,32.16754246064398
2.49,35.4168324630386
-2.97,14.722069216990068
4.95,-5.353043616755534
-1.75,-16.801571379655076
9.86,1.9508415730465396
2.14,41.0710781649177
21.91,13.722316050906795
-18.96,23.26829962297151
-6.47,14.155236310646675
9.01,41.79109522610176
25.28,17.355177365255596
-2.49,7.973167536961403
0.44,29.48115368451299
-2.26,-5.5784561916138395
13.31,35.70739138366997
-2.87,7.067885446646654
6.8,28.45045720972755
-3.2,22.860411374541194
-12.73,8.461544571886156
3.14,18.838575913952848
5.03,-9.024518159803208
12.93,34.17789340281794
-1.1,-6.681824481873779
-6.17,25.054785718935754
5.63,4.034567366918434
2.41,40.28569559920297
2.81,31.74925470278558
-0.73,-5.239523867612787
11.6,-8.976272146545618
3.69,13.589471894190602
19.05,26.012688398300547
11.11,-13.850545801833508
6.59,36.11172038031533
-16.27,35.47377716173732
6.02,8.835196511370699
4.2,-13.82306105861444
8.11,53.40588043225974
10.44,-11.342729336101343
-4.01,40.580679974395736
8.24,51.475672612651366
-5.62,39.696718210127635
19.55,39.22899684621694
-13.32,-1.9408402984113093
-17.61,54.57200997047403
-16.51,53.07259501069455
-8.91,2.2435812680183798
-11.19,52.76534295705039
19.56,49.53119960683919
-3.26,29.002991104700428
-13.43,-6.616268163663893
11.14,-12.332456048473125
-5.87,29.25662267838954
-12.37,21.38088521211164
8.76,35.69497392919187
6.23,19.688612780120636
-4.35,45.5791036155327
14.08,54.83017566908535
1.29,49.925469458285214
16.17,4.413947786075845
5.03,-4.544518159803207
15.59,25.179541194152716
1.09,48.36212089070936
-12.2,36.12599310822328
24.49,4.588546355416098
-5.46,41.82611363036752
-1.99,-3.1691075209073682
-7.0,1.5119087390769324
-2.03,7.249624894877421
2.43,45.40774292295408
2.02,53.244192341440126
6.61,36.24135260076034
17.92,-4.0413084879948595
-1.2,-1.8671921220004029
-12.33,27.262359109503805
-11.82,36.54885020851711
-6.66,5.957204427542267
-16.74,48.819545629652666
8.25,40.329428412299876
-4.98,50.45436353189668
-3.11,15.396584347688155
-0.02,22.98004066585334
-13.97,-13.804833494091017
-8.61,7.169014625370476
6.75,37.566344250308845
6.19,10.821959650487987
-4.43,58.08197089118407
18.11,-1.695777168715103
-13.06,1.9083342149682534
-3.45,24.138016137607092
-2.31,0.3003390191861399
-27.93,17.224123074731605
19.38,32.54045158413429
3.66,-0.10266987396377125
-10.45,40.37229757599912
20.51,57.857522089161264
5.86,15.824661127022603
4.3,-9.683061070858374
-6.07,29.143012061090243
1.06,46.59684221152208
-15.26,6.489514756325554
7.95,55.179510206357406
-3.74,39.381482165061286
1.34,51.341278521707245
12.02,2.6925155854703116
2.85,32.8480793764476
2.62,33.786980093561084
2.76,31.6081707024642
-7.33,-5.307934289458592
8.36,40.66778049311044
15.43,26.869128761261223
7.59,47.88344095700465
8.85,37.09127753181569
-8.77,-4.133985787167032
-8.68,-6.603161549464744
-14.41,-1.2518465960020162
12.32,18.341483688982986
-2.54,7.188334971314565
14.0,59.333524348693544
-7.82,-8.382391734953101
-4.38,48.37059812173593
0.95,47.219172896075904
9.21,17.100480126673084
0.61,31.982457533064682
2.11,49.96259380386167
0.17,25.32006164654338
1.77,43.50684642003539
-11.16,53.37863188283872
0.81,47.08075881828935
-1.87,-5.80493126401479
-0.57,3.3912225136139384
4.92,-14.025046963204726
-6.81,5.205134491712054
-0.85,-0.7840523567789282
-2.97,13.00206921699007
4.17,-3.1025782120325363
7.85,52.06975823583053
-9.55,25.479298632060946
5.86,-2.685338872977397
20.66,55.038360170764406
-14.71,2.9887519288459696
-8.3,-9.526240929566944
-8.81,-4.971703145659608
-2.79,12.685999248619105
16.23,2.4612780545746755
0.13,19.113841349900692
-6.95,7.226173091027768
6.22,11.154130196478311
-6.0,32.112172695067244
11.23,-15.905760943463028
3.05,30.099671588089333
13.89,52.15308799312732
-6.61,8.918647399239664
30.31,-6.513338376186233
8.25,51.049428412299875
6.55,32.19163556236974
-0.51,9.250593970071321
-7.26,-2.5459256078899775
-8.68,-3.0631615494647444
-1.36,-6.5048703742771465
-7.97,-16.8549611604222
2.83,34.370537084697446
-8.26,-3.6503702925566026
6.21,24.739840198211475
9.56,12.948285036961638
-7.06,-0.45084700568574443
11.93,6.164447810035889
-2.38,0.5427130015134376
11.55,-8.061188971134172
4.38,-7.290598121735932
11.22,-9.395123242500745
-9.97,40.79754246064398
-1.07,-9.89461538037779
14.51,50.10462339324286
-6.18,24.601570111420486
-20.37,-6.671344097306966
-19.43,2.9139421974230433
-25.06,22.856651445566246
-21.14,-3.2871574642158863
-4.12,45.473079795146816
12.79,26.80398762872547
-4.42,47.57551922720277
3.24,31.143417890774185
-1.1,-11.401824481873778
0.09,16.871295750539336
-1.68,-14.298317667041317
-1.74,-13.61443495448438
4.61,-10.280266195277607
-11.76,49.16428859220037
10.1,9.375345208767095
9.2,27.988142380057553
-1.95,-20.823271307618015
8.05,51.835919986422184
-7.01,-6.817025719966604
-5.37,41.639368347116715
1.56,44.748222467013974
-1.9,-6.732152674466142
-4.49,46.61888622049232
-6.72,10.956810387138596
-5.57,42.344505307501635
9.39,19.860513990191627
-19.43,3.673942197423043
3.52,13.322050764393447
-2.36,-3.344528355990371
7.28,50.192243546493884
5.15,-7.725882564795485
-27.83,8.239375532669866
5.85,11.19719745588428
3.24,23.663417890774184
0.22,29.256003503966515
-4.69,50.782356006063814
8.53,47.392140252772656
-4.13,37.74210689644535
18.35,13.579408837166818
5.64,-4.922293528218337
21.38,42.021159535190506
-7.86,-13.319447635540595
-17.56,51.84171313474706
7.15,42.66926831702304
8.53,45.31214025277266
0.35,26.458383127391265
-15.39,-0.33529342459947564
-4.48,51.7101289883678
6.18,13.858429888579515
-1.84,-12.641481382649667
-1.16,-11.592494817538888
-1.75,-0.09157137965507722
-9.34,14.507368485000995
-5.33,46.495558540723884
-14.27,-16.03131494108603
17.68,-0.45760609430449595
-4.75,47.69843006374903
4.78,-23.430314989607247
-10.22,55.337581879829045
7.95,44.869510206357404
-18.73,30.177774972327963
9.21,30.170480126673084
-0.35,12.801616872608735
21.11,42.369840682349604
-13.07,6.230472483365742
0.76,47.132104075871815
3.67,3.1231642904648496
12.33,14.117640890496196
-4.23,51.65962094454638
0.86,43.53419816830595
-21.42,1.391740287627731
-8.3,-0.25624092956694433
4.52,-8.227282719291217
11.04,-11.099906880051064
-2.82,6.479622091379858
20.56,45.17308520256773
17.6,-4.469757186502782
-0.61,7.277542466935319
-24.14,34.694571060991
-17.78,43.66810975123114
-7.78,-5.596570510153107
11.16,2.0313681171612803
3.1,32.018210204215364
-20.94,-1.7638216065855845
-2.29,3.9239174199777898
16.13,4.866610632258016
-3.75,41.30262022164148
-7.5,-14.798999291629539
20.55,47.43402861606285
0.53,37.018766906747835
-4.79,61.24818817628898
3.5,13.041111555466594
0.17,26.53006164654338
-4.29,46.96942221934895
12.08,-0.8663243152307247
11.16,-7.078631882838719
8.41,44.15558304441675
-1.03,-4.947619170252401
11.47,-11.581434171706817
-0.5,5.987521072571808
4.67,-18.162602511459138
10.34,-1.657287925384963
8.09,56.25443989001872
17.9,-0.23129190567539837
4.51,0.6925304849348102
-16.84,49.2310187905448
-11.6,47.62627214654562
13.5,47.08542500982444
-3.31,20.712179421348658
3.87,10.466699456093362
-8.51,0.7709713177898854
10.01,1.9422731920453815
-3.85,35.3340666804876
14.58,50.468010333146125
-5.32,49.33093452469303
11.18,-9.29277266562759
6.74,34.38329554311167
-7.22,-5.513098197546006
10.99,-10.509526142828799
-9.02,14.668652446950126
-8.22,-1.479673040438346
7.22,37.073098197546
-6.25,21.701966104700485
-5.94,24.24289493298438
-3.44,22.286948528674813
-10.0,39.52264388212578
10.45,-10.282297575999124
6.09,-1.6255704602636278
-0.69,3.8156159422299782
-1.08,-0.48971310999089823
4.5,0.3753314112145407
17.65,-10.402281403302094
8.71,47.221217076550104
-5.08,35.35225158194758
7.77,45.17250624958832
-1.19,-5.7252535010995835
-1.99,-5.499107520907369
18.66,20.85310492210599
-4.19,51.212204858275555
-4.79,49.99818817628898
-19.52,8.699312874541013
-14.02,-6.860885987815731
4.51,-1.2874695150651903
-6.95,-2.8838269089722317
5.15,-6.125882564795486
-11.15,47.98705080563914
-7.67,-5.9552535072543735
6.75,32.62634425030884
14.61,45.89359058285857
5.92,2.5347664203647
11.98,4.663082387899348
17.05,-4.125427127423892
10.4,-0.2087073071124399
-9.18,-2.4713977631106747
-1.05,-14.556408380617517
6.3,30.542823964772666
-4.15,44.862502882801124
4.52,-10.677282719291219
-15.79,28.32931471625264
-8.29,-6.666432873880261
5.29,-8.711969145035482
-22.37,30.230534308358248
-11.08,59.88136710919772
-0.18,7.629598010512362
-17.19,56.88993530488914
0.57,34.89877748638606
-8.0,-11.535426522013143
-2.92,22.606599827133934
-2.59,0.8066475785380787
1.89,53.139311253371226
-5.64,36.47229352821834
0.9,36.73147074363824
-6.01,27.398899533396246
5.56,5.6558303227123545
16.94,-9.696611778671155
1.97,50.85180958883756
1.7,51.185776718800284
-11.64,44.61306932607379
6.93,36.29075083687016
-7.58,-8.702387597489388
-8.09,-19.814439890018726
5.57,-2.194505307501638
1.81,40.61157215258062
11.07,-9.065566388516627
14.43,50.97161230315588
-5.4,39.589316870457615
1.28,53.22948373882136
17.6,-6.959757186502781
9.67,14.065462315738095
7.13,41.03981762411652
13.06,36.81166578503175
-6.05,32.31787254313146
6.37,19.34452333790504
14.09,46.38607930421948
16.21,11.2730357230996
-8.06,-21.445021715461795
-2.52,-10.851084810484497
3.83,-8.446895454980407
-2.89,13.317123006468847
-3.92,42.17546180628956
6.84,38.59878456825938
-3.53,31.930803651784426
-17.88,52.841355137273084
3.62,13.838839597715552
-4.24,52.95975616175065
-7.32,-12.034015330916503
-15.66,20.357681149414862
10.14,-4.331444356127934
-22.27,25.895174475441294
-16.99,44.11723396400331
-2.76,8.691829297535802
12.29,14.397593244057171
13.1,35.904174663357395
-11.55,39.96118897113418
-1.78,-17.46499650764536
-15.1,-1.231504524629654
10.11,-3.1917708935201072
-14.77,-0.6738331752808424
-1.43,-11.798189090283921
10.33,-4.930149722894543
-2.22,-5.075246903200639
14.7,51.27527834985949
-8.7,7.9594384824934075
3.69,6.239471894190602
8.53,42.55214025277265
-1.4,-3.046216764648035
13.86,51.525952623882795
5.48,-4.056936021025479
-16.37,43.79909974093489
39.59,49.990799085478635
6.49,19.092977319878912
1.07,49.88461538037779
-13.99,-8.670309528589033
0.82,33.01994780667032
-4.6,39.547575610820665
6.44,25.443269837067962
3.72,6.7459230643867425
18.53,13.458577664425537
1.42,43.35387876697746
5.14,-9.493751057382175
3.72,6.655923064386743
-1.48,-18.05436575839802
-1.83,-9.051128950915576
11.01,-9.42682651205046
7.8,55.07557203392545
-6.29,7.52215347771951
-11.13,50.94484307085422
-0.67,11.149927395384928
11.61,-8.031691895106984
-0.28,9.99115271879453
17.46,-5.230436435807061
-7.75,-14.155262762890871
1.42,55.93387876697746
-25.16,21.868710431819405
-5.96,21.816451265197063
-3.09,18.927122063844692
5.11,-15.410654665220598
17.11,-5.306712831197439
0.35,22.058383127391266
14.54,38.99859864948651
6.62,24.38971448726198
9.86,3.1208415730465404
-4.66,57.02815434182872
13.85,49.16102952538185
-10.73,50.89072888046921
4.95,-4.273043616755534
-9.52,19.409885231954007
-5.18,44.33575422256116
-14.61,-11.393590582858574
-5.16,51.415251506973824
3.51,17.18603196610497
-0.69,1.8756159422299783
-13.48,-7.267644676593881
14.71,43.03124807115403
3.37,7.533991085896566
10.08,5.075272860061393
7.85,45.189758235830524
-6.65,7.79136246846959
-19.45,-3.072772410064175
-9.15,2.2243363595342007
12.25,-2.1891403269243828
-10.54,42.939259320900895
8.16,50.172989814342515
-6.12,23.365091464062203
3.93,-2.7515574011422776
-18.24,32.101354175664724
11.67,-8.482503640454983
-0.4,2.782740559586159
8.86,37.384462265845144
1.9,59.10215267446615
7.98,49.57814074161579
-1.02,-12.83929466945557
7.43,54.15947369553787
-15.1,-2.4115045246296543
-10.81,52.766328735373285
7.25,42.893966809850916
-0.39,8.814253338743576
-2.29,14.21391741997779
-1.8,-13.442352741784953
5.02,-11.998318736361213
-5.93,32.42959173150078
5.1,-8.347347810995839
-9.16,9.988303314390793
-4.07,40.98033685636244
9.85,10.368046733528672
10.71,-3.874750890210028
-10.97,45.73002636980494
8.39,40.542343844019676
-10.39,54.226347535407754
7.33,39.27793428945859
-18.99,19.310523548776978
-11.17,52.237204121923796
-5.09,42.841217245521015
-1.66,-6.57873169245437
14.24,44.818878828901916
9.04,25.998276927354116
15.75,11.768257242075357
12.07,9.644762275294665
-2.83,8.39946291530255
-2.66,11.302666419624472
10.69,-13.137067389786218
0.4,34.94725944041384
-1.57,-3.4599903294209566
-13.35,-1.9585763097272635
-1.06,-12.236842211522081
-27.91,7.422027141483663
-4.56,56.42654318414348
-9.8,34.877613442183815
6.93,36.45075083687016
-4.79,41.688188176288975
-3.29,28.089826801031712
13.47,52.110123138198986
-10.49,54.924342808543265
3.17,21.293692460550083
-18.95,15.981604365433725
0.9,39.961470743638245
4.1,-7.817451887464511
8.6,34.14911148516046
-8.99,17.82312457725995
3.2,18.08958862545881
3.18,30.748863912590323
-0.19,13.869803703216734
1.5,42.333597091423655
4.64,-1.1101223817918449
3.98,-6.979163737800376
-9.96,33.36597722743451
-11.96,45.62161068316576
25.06,25.073348554433753
19.2,20.34110532900681
-13.92,-9.773609579301572
4.5,-15.264668588785458
6.27,22.297859783427572
7.51,57.77329086347096
1.4,47.46621676464804
-9.27,22.768098095899475
-1.82,-14.197828430853917
-4.91,60.7664211327191
1.34,45.561278521707244
-2.68,4.0960733414729305
-1.32,-8.06581055360709
10.19,-8.127263278562623
12.31,20.01607033290213
-11.81,35.58172922484939
-4.6,53.377575610820664
-7.91,-16.90215713878449
12.24,10.771475848810185
-0.59,2.9809888011600956
14.49,46.6811235876053
-4.78,52.88031498960725
0.26,22.260956832710733
-13.49,3.27724852935592
13.03,34.64951752668922
-3.63,20.351211259306176
-14.85,6.956379374942115
-5.92,33.0952335796353
-23.05,54.35969872250092
-0.32,9.525719901208408
1.12,36.143063486383404
2.88,25.787890164663878
14.98,34.16319123467716
-3.01,15.807997639419382
8.07,47.38113796720896
3.12,21.70852475964593
-1.93,-17.373400095647337
-20.77,-8.384549912314345
9.48,16.016583696892226
-5.04,52.04782015557457
0.18,17.000401989487635
-12.7,13.806422736691761
2.83,37.64053708469745
1.08,40.9897131099909
0.29,32.411542865697484
-1.35,-3.1095624137131015
10.49,-6.734342808543267
9.66,17.83170305873606
7.26,50.485925607889975
33.21,57.59289977452894
-6.0,26.68217269506724
-3.8,38.101665673752926
-10.15,44.250699487805434
4.36,-12.35580113499579
-6.87,3.351802189895283
-26.98,-12.831824910888274
-12.13,21.24091571468778
0.72,41.78123249512993
10.1,9.445345208767096
-15.57,13.945456330524905
-6.12,25.375091464062205
-1.39,-12.272874851743936
-7.29,-9.476569055545127
5.31,-4.533806436077107
0.04,26.57967469269234
3.21,28.99520281330804
-7.25,-0.9739668098509169
15.37,25.302771025360194
-0.0,12.86
12.94,37.662402959391244
-4.39,50.50867710948498
5.9,5.546761722677801
-6.79,-0.08454187800485347
-9.51,18.556127008288296
-7.04,5.228421574417029
-0.46,6.349582737551645
-2.19,-11.837397218986776
15.39,33.89529342459947
-11.49,48.397361769188926
-10.9,48.90080572584451
17.0,-6.282623502326483
6.09,10.004429539736371
-18.81,26.02614101387577
4.97,-16.613542097434866
2.37,36.7469710169281
-21.44,-2.8518152084115327
-3.7,34.08000229770905
-0.17,11.049938353456621
7.31,44.28747099271958
9.54,16.513498625605326
0.96,47.75534283318045
10.33,-3.260149722894543
-1.46,-9.052985084055168
-8.57,5.010031665897369
-9.34,16.087368485000994
5.43,-10.268054599496267
-19.58,4.410385203244319
6.78,43.717146104431436
-11.07,51.35556638851662
-3.59,37.42269192395789
5.05,-12.058234393395152
12.18,9.436713461682713
-19.41,6.977347005020162
-8.06,-7.965021715461796
0.49,31.654089589220323
-5.96,37.83645126519706
8.62,42.840640184053555
-20.86,-2.949500128378057
3.62,7.98883959771555
4.26,-3.0618649953979196
0.49,39.024089589220324
11.02,-11.5709020670672
-12.3,32.19856963665693
11.09,0.4358712815060599
-7.03,9.271208109583148
7.26,49.095925607889974
-3.24,31.436582109225817
8.14,42.72093243373236
7.8,57.81557203392545
-14.64,-6.354734433858803
-1.54,-19.415537833467113
-0.92,-3.4358494111091655
-2.38,3.8327130015134374
-7.56,-12.671480634472719
18.51,19.531413731966573
2.09,53.230544795091184
15.55,18.417868383256188
-5.69,42.09965241704758
-10.62,48.934062243011724
1.32,46.78581055360709
-5.63,36.95543263308157
23.9,-10.993745193513943
2.45,33.37182341510236
11.53,-8.487119124375221
-2.24,-0.46163571507480317
-3.26,30.732991104700428
-0.31,17.985711588474974
3.56,4.737676084595287
8.5,43.76385693501645
-1.22,-12.942530367731564
-6.81,9.815134491712055
-10.68,40.75385810083187
-0.77,-8.052124778134381
5.73,0.7952961819526858
4.58,-8.973105817094142
-0.18,12.929598010512363
-6.0,28.692172695067242
1.47,50.585192668216216
5.72,4.886590875054848
-0.37,3.8007293250686587
1.12,45.753063486383404
-1.51,-7.553650411175216
9.15,29.6756636404658
-4.38,54.30059812173593
1.86,45.50337413390688
3.94,2.6845101417188983
7.26,52.60592560788997
14.96,40.034486338640654
6.75,35.05634425030884
5.99,12.315406353429484
-14.7,-3.115278349859494
6.06,15.189220161710034
22.94,2.561220719122682
-8.3,-4.946240929566944
-10.2,45.66617797160304
-2.15,-3.86541311935418
10.21,-6.77295806463476
5.25,-4.027502049511055
-4.77,49.29939879678508
-0.36,6.075635885109756
10.37,-9.194122637021238
6.73,32.82890151757124
24.29,-5.807334640066249
10.06,12.102634154418606
3.54,16.147497002777225
6.15,14.61984677999824
-3.49,33.962738975243035
-9.78,36.3878558046062
1.72,49.301137863143396
4.91,-0.666421132719103
-13.95,-5.357327927187792
-5.22,46.144201988835185
-3.69,26.9005281058094
2.66,29.29733358037553
-2.6,5.867208159445344
4.45,-11.646078348929484
0.98,45.23016980000509
10.6,-12.084650359190602
-17.11,51.29671283119743
16.57,-5.444679827480187
14.18,42.71202554570154
0.5,32.91247892742819
6.5,23.701159636678373
6.07,5.786987938909757
-7.37,0.12294753809888359
1.65,50.02438336784453
7.78,48.786570510153105
3.1,25.01821020421536
10.51,-7.3844155000195535
0.95,48.649172896075896
0.81,34.690758818289346
-7.68,-15.219551689182605
-3.65,37.576992783998826
-4.6,57.767575610820664
17.05,-9.555427127423892
2.41,41.45569559920297
-9.99,32.21590170573589
3.99,-3.0319640110125277
-1.92,-12.19918694740241
-30.54,42.628180918484176
4.8,-6.773020569493141
-15.53,4.610725986345244
5.78,6.362336611779588
-9.61,21.59702577172054
-14.58,-10.78801033314613
4.94,-4.023351620510675
-14.94,0.29251607534179724
-4.47,54.278403768077794
2.04,38.38382385407808
6.12,12.994908535937796
7.45,45.7748468627836
-0.36,6.305635885109756
-8.32,-5.047615531695633
19.24,36.08827284932981
-6.06,21.220779838289964
18.04,-6.891417802589232
-4.53,43.73410222019298
11.61,0.8183081048930152
10.7,-11.74736799624073
-10.46,45.71925860786617
3.55,6.226980897778226
7.55,44.2816441215252
7.01,42.1370257199666
-1.99,-5.939107520907369
3.02,28.409444278434208
-3.95,40.92723778463861
-11.72,41.35084393308204
9.84,4.7665100788525265
-5.6,46.693632455105806
13.8,53.82271791804519
6.02,11.8651965113707
-8.93,8.757494314384692
-1.61,-13.406564849852412
-2.86,21.794479262594102
-8.71,-2.9512170765500967
5.01,-11.059212505269103
-4.79,48.548188176288974
16.32,10.986661939076763
8.61,42.93098537462952
-8.8,7.580025616801267
-0.19,13.689803703216732
-2.27,-9.40332605214223
-15.65,22.113110097408956
9.31,20.363046445074954
9.5,11.117890825914817
9.26,22.92301575280493
-4.57,53.35133405474187
10.69,-0.2670673897862166
-2.1,-13.267885682790649
9.35,11.27860285688081
18.13,4.548952239866102
1.4,51.556216764648035
-14.19,-13.277442086189037
-3.17,22.956307539449917
6.41,27.507489363440282
12.2,18.634006891776725
-11.34,48.05872034644586
-1.91,-2.362107904345324
2.33,39.864223817738
4.35,-11.069103615532697
9.1,31.85250005165524
-9.48,16.113416303107773
-4.23,40.509620944546384
10.08,6.235272860061393
3.92,-11.235461806289564
4.48,-9.110128988367801
11.25,-11.138143924093477
1.04,44.433328930921824
5.28,-12.377226126620709
-3.15,10.076421044698034
-13.45,-6.877911075962635
-12.95,2.75420071505442
0.74,38.43578130465842
-2.0,-7.293571518183293
-6.55,8.248364437630258
3.18,13.468863912590322
-8.9,6.168863878034519
1.11,43.50880991324145
-0.2,9.140585410750631
-8.4,-7.565266696692557
-22.98,46.909554080645854
14.57,58.22732306084419
3.17,27.203692460550084
-26.64,-16.758456139018833
-4.26,40.81186499539792
3.94,-1.5254898582811018
-2.28,-0.3658615995181207
5.8,5.1696335278804
-9.73,40.02540125708106
1.75,55.90157137965508
-0.53,12.781233093252167
-1.83,-11.571128950915575
-2.21,-8.958417520525792
2.0,42.383571518183295
9.33,22.316401912117882
-5.3,39.09415698782899
-4.07,41.25033685636244
1.61,48.32656484985241
-1.2,-3.7071921220004027
3.86,-2.4346873381996024
7.18,36.79095907206733
12.91,28.03564850796583
-1.16,-7.02249481753889
-22.77,44.22510374533532
-0.7,-4.258639460749575
3.54,11.407497002777225
-1.87,-2.2149312640147905
